県名,市名,地域名,緯度経度,3月31日,4月1日,4月2日,4月3日,4月4日,4月5日,4月6日,4月7日,4月8日,4月9日,4月10日,4月11日,4月12日,4月13日,4月14日,4月15日,4月16日,4月17日,4月18日,4月19日,4月20日,4月21日,4月22日,4月23日,4月24日,4月25日,4月26日,4月27日,4月28日,4月29日,4月30日,5月1日,5月2日,5月3日,5月4日,5月5日,5月6日,5月7日,5月8日,5月9日
岐阜県,恵那市,岐阜県恵那市,"35.4493,137.4128",0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
岐阜県,神戸町,岐阜県神戸町,"35.4174,136.6085",0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
岐阜県,坂祝町,岐阜県坂祝町,"35.4267,136.9855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岐阜県,羽島市,岐阜県羽島市,"35.3199,136.7033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
岐阜県,笠松町,岐阜県笠松町,"35.3672,136.7632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
静岡県,静岡市,静岡県静岡市,"34.9839,138.4256",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
静岡県,浜松市,静岡県浜松市,"34.7413,137.7918",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
静岡県,静岡市葵区,静岡県静岡市葵区,"34.9751,138.3832",4,5,5,5,5,5,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
静岡県,富士宮市,静岡県富士宮市,"35.2221,138.6216",1,2,2,2,2,2,2,2,2,2,2,2,3,6,6,6,6,6,6,6,6,6,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
静岡県,菊川市,静岡県菊川市,"34.7577,138.0846",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
静岡県,浜松市中区,静岡県浜松市中区,"34.7109,137.7259",0,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
静岡県,長泉町,静岡県長泉町,"35.1377,138.8972",0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
静岡県,静岡市清水区,静岡県静岡市清水区,"35.0159,138.4895",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,6,6,6,6,6,6,6,6,6
静岡県,静岡市駿河区,静岡県静岡市駿河区,"34.9607,138.404",0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
静岡県,榛原郡,静岡県榛原郡,"34.9089,138.1669",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
静岡県,松崎町,静岡県松崎町,"34.7528,138.7787",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
静岡県,沼津市,静岡県沼津市,"35.0956,138.8635",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
静岡県,清水町,静岡県清水町,"43.0114,142.8845",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
静岡県,賀茂郡,静岡県賀茂郡,"34.7728,139.0413",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
静岡県,南伊豆町,静岡県南伊豆町,"34.6511,138.8585",0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
静岡県,富士市,静岡県富士市,"35.1614,138.6763",0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
静岡県,掛川市,静岡県掛川市,"34.7688,137.9982",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5
静岡県,熱海市,静岡県熱海市,"35.0963,139.0717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5
静岡県,下田市,静岡県下田市,"34.6795,138.9453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
静岡県,御前崎市,静岡県御前崎市,"34.638,138.1281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
愛知県,名古屋市,愛知県名古屋市,"35.1687,136.9103",122,125,127,135,143,147,149,160,169,176,186,190,191,194,201,206,216,223,232,236,239,247,256,261,267,267,267,267,269,270,271,271,271,272,272,272,272,272,272,274
愛知県,尾張地方,愛知県尾張地方,"35.3325,136.9078",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
愛知県,蒲郡市,愛知県蒲郡市,"34.8265,137.2195",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
愛知県,清須市,愛知県清須市,"35.2034,136.8655",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
愛知県,半田市,愛知県半田市,"34.8917,136.938",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5
愛知県,三河地方,愛知県三河地方,"34.8644,137.1656",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,岡崎市,愛知県岡崎市,"34.9544,137.1743",4,4,4,4,4,4,4,4,4,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
愛知県,豊田市,愛知県豊田市,"35.0824,137.1562",3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8
愛知県,一宮管内,愛知県一宮管内,"35.3132,136.8113",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,一宮市,愛知県一宮市,"35.3039,136.8029",5,6,7,7,8,8,8,9,10,15,16,17,17,17,17,18,20,20,22,23,23,25,28,28,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30
愛知県,武豊町,愛知県武豊町,"34.8511,136.9148",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,春日井市,愛知県春日井市,"35.2476,136.9722",4,4,5,5,6,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
愛知県,江南市,愛知県江南市,"35.332,136.8706",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
愛知県,知多市,愛知県知多市,"34.9965,136.8648",2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,7,7,7,12,12,13,13,14,18,22,22,22,22,22,23,23,23,23,24,25,25,25,25,25,25
愛知県,豊川市,愛知県豊川市,"34.8269,137.3755",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
愛知県,稲沢市,愛知県稲沢市,"35.2481,136.7802",3,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
愛知県,犬山市,愛知県犬山市,"35.3786,136.9446",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
愛知県,みよし市,愛知県みよし市,"35.0894,137.0749",1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4
愛知県,長久手市,愛知県長久手市,"35.1841,137.0488",1,1,1,1,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
愛知県,瀬戸市,愛知県瀬戸市,"35.2236,137.0842",2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
愛知県,北名古屋市,愛知県北名古屋市,"35.2457,136.866",3,3,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8
愛知県,豊橋市,愛知県豊橋市,"34.7692,137.3915",0,0,1,1,1,1,1,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
愛知県,東浦町,愛知県東浦町,"34.9771,136.9656",0,0,0,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
愛知県,常滑市,愛知県常滑市,"34.8867,136.8324",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
愛知県,東海市,愛知県東海市,"35.0228,136.9025",0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
愛知県,大治町,愛知県大治町,"35.1751,136.8201",0,0,0,0,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
愛知県,西尾市,愛知県西尾市,"34.8619,137.0619",0,0,0,0,2,3,3,3,3,4,4,4,4,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
愛知県,新城市,愛知県新城市,"34.8992,137.4985",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,豊明市,愛知県豊明市,"35.0537,137.013",0,0,0,0,0,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
愛知県,碧南市,愛知県碧南市,"34.8848,136.9934",0,0,0,0,0,0,1,3,4,5,5,5,5,5,5,5,5,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
愛知県,小牧市,愛知県小牧市,"35.2903,136.911",0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6
愛知県,あま市,愛知県あま市,"35.1703,136.8008",0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
愛知県,日進市,愛知県日進市,"35.132,137.0394",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,刈谷市,愛知県刈谷市,"34.9892,137.0021",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5
愛知県,安城市,愛知県安城市,"34.9586,137.0803",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
愛知県,蟹江町,愛知県蟹江町,"35.1323,136.7867",0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
愛知県,津島市,愛知県津島市,"35.177,136.7412",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
愛知県,扶桑町,愛知県扶桑町,"35.3591,136.9131",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,知立市,愛知県知立市,"35.0013,137.0507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,阿久比町,愛知県阿久比町,"34.9326,136.9156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,大府市,愛知県大府市,"35.0117,136.9638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
愛知県,岩倉市,愛知県岩倉市,"35.2795,136.8714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
愛知県,高浜市,愛知県高浜市,"34.9276,136.9877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
愛知県,弥富市,愛知県弥富市,"35.11,136.7247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
三重県,伊賀管内,三重県伊賀管内,"34.7499,136.1422",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
三重県,桑名管内,三重県桑名管内,"35.0599,136.6961",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三重県,四日市市,三重県四日市市,"34.9652,136.6245",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
三重県,伊賀市,三重県伊賀市,"34.7686,136.1299",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三重県,桑名市,三重県桑名市,"35.0622,136.6838",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
三重県,明和町,三重県明和町,"36.2113,139.5342",0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
三重県,津市,三重県津市,"34.7186,136.5057",0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
三重県,松阪市,三重県松阪市,"34.578,136.5276",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
三重県,東員町,三重県東員町,"35.0743,136.5836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三重県,志摩市,三重県志摩市,"34.3282,136.8297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三重県,菰野町,三重県菰野町,"35.0201,136.5073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
三重県,伊勢市,三重県伊勢市,"34.4875,136.7093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
滋賀県,大津市,滋賀県大津市,"35.0179,135.8546",4,4,4,4,5,5,5,7,7,9,10,11,11,13,16,17,18,23,25,26,26,28,28,28,28,28,28,28,29,29,29,29,29,29,31,31,31,31,31,31
滋賀県,東近江市,滋賀県東近江市,"35.1125,136.2078",2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
滋賀県,野洲市,滋賀県野洲市,"35.0675,136.0259",1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
滋賀県,栗東市,滋賀県栗東市,"35.0216,135.998",0,0,1,1,2,2,2,2,2,2,2,2,2,2,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
滋賀県,草津市,滋賀県草津市,"35.0131,135.9599",0,0,0,5,6,7,7,7,7,9,9,11,11,11,14,14,17,19,19,19,20,20,31,31,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33
滋賀県,長浜市,滋賀県長浜市,"35.3808,136.2787",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
滋賀県,甲賀市,滋賀県甲賀市,"34.9661,136.1671",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
滋賀県,近江八幡市,滋賀県近江八幡市,"35.1283,136.0979",0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
滋賀県,彦根市,滋賀県彦根市,"35.2745,136.2596",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
滋賀県,守山市,滋賀県守山市,"35.0589,135.9944",0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
滋賀県,米原市,滋賀県米原市,"35.3616,136.3702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
滋賀県,高島市,滋賀県高島市,"35.3531,136.0358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
京都府,京都市,京都府京都市,"35.0104,135.7514",41,44,51,62,69,73,80,89,96,104,111,116,127,134,137,142,146,154,161,166,173,177,185,187,188,192,196,208,210,213,213,215,220,221,224,228,231,237,237,241
京都府,乙訓管内,京都府乙訓管内,"34.9401,135.6992",5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,8,9,9,10,10,10,11,14,14,14,14,17,18,18,18,19,19,19,19,19,19,19,19,19
京都府,綾部市,京都府綾部市,"35.2989,135.2588",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
京都府,福知山市,京都府福知山市,"35.2967,135.1266",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
京都府,中丹管内,京都府中丹管内,"35.4484,135.3399",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
京都府,宇治市,京都府宇治市,"34.8845,135.7999",2,3,4,5,5,7,7,7,9,10,11,11,11,11,11,11,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
京都府,山城北管内,京都府山城北管内,"34.8877,135.7975",11,14,18,24,26,27,27,28,28,28,28,29,29,33,35,35,37,37,37,38,38,38,39,41,42,42,42,42,43,43,46,46,46,47,47,47,47,47,47,47
京都府,南丹管内,京都府南丹管内,"35.1044,135.4822",2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5
京都府,山城南管内,京都府山城南管内,"34.7376,135.8259",0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,4,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
京都府,丹後管内,京都府丹後管内,"35.6262,135.0731",0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
京都府,中丹西管内,京都府中丹西管内,"35.2993,135.1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
大阪府,大阪市,大阪府大阪市,"34.6813,135.5098",101,126,140,159,180,192,197,221,246,280,316,349,374,383,419,439,460,487,511,533,537,548,566,580,597,614,617,639,655,678,688,692,696,700,704,706,713,718,720,720
大阪府,枚方市,大阪府枚方市,"34.8143,135.6507",5,5,6,6,7,7,7,12,12,12,14,15,17,20,20,23,24,24,26,26,26,27,28,28,31,32,33,33,33,33,33,34,34,34,34,34,34,34,34,35
大阪府,岸和田市,大阪府岸和田市,"34.4606,135.3708",6,6,6,6,7,8,9,10,10,16,16,16,16,16,16,17,19,19,21,23,24,24,24,24,24,24,24,24,25,26,27,27,27,27,27,27,27,27,27,27
大阪府,泉佐野市,大阪府泉佐野市,"34.4068,135.3273",5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
大阪府,大東市,大阪府大東市,"34.712,135.6237",10,10,11,11,11,11,14,18,18,21,27,28,28,28,31,33,33,33,35,35,35,35,35,35,37,38,38,38,42,44,44,44,44,44,44,44,44,44,44,45
大阪府,堺市,大阪府堺市,"34.5733,135.4831",13,14,17,21,22,26,27,28,30,40,44,55,58,60,61,66,72,76,77,80,80,81,82,83,83,83,85,86,86,87,90,90,94,95,95,95,97,98,99,99
大阪府,高槻市,大阪府高槻市,"34.8462,135.6173",7,7,7,8,9,9,9,12,15,16,18,18,18,18,18,19,19,20,20,20,20,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24
大阪府,吹田市,大阪府吹田市,"34.7595,135.5169",18,19,20,21,23,23,25,28,28,31,32,35,41,41,41,44,47,48,48,49,52,52,53,53,54,54,54,55,55,55,55,56,57,57,57,57,57,57,57,58
大阪府,東大阪市,大阪府東大阪市,"34.6793,135.601",7,7,8,8,12,12,14,15,16,20,22,25,25,25,27,29,34,36,39,42,42,44,45,46,47,49,52,53,58,61,65,66,70,70,75,79,81,81,84,84
大阪府,摂津市,大阪府摂津市,"34.7774,135.5618",1,1,1,1,1,1,1,3,3,3,3,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,10
大阪府,茨木市,大阪府茨木市,"34.8163,135.5685",5,5,7,8,8,8,9,10,10,13,13,13,13,13,13,14,15,16,17,17,17,19,21,21,21,22,22,22,23,23,23,23,23,23,23,23,23,23,24,24
大阪府,箕面市,大阪府箕面市,"34.8269,135.4705",6,6,7,7,8,9,9,10,12,13,16,16,16,16,16,20,22,24,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
大阪府,門真市,大阪府門真市,"34.7395,135.5869",8,9,10,11,11,11,11,13,13,14,17,17,17,17,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,21
大阪府,豊中市,大阪府豊中市,"34.7813,135.4697",11,13,15,16,17,17,17,17,20,22,24,28,32,34,35,42,43,47,47,48,49,49,51,52,53,55,55,57,57,57,58,58,60,61,61,62,63,63,63,63
大阪府,守口市,大阪府守口市,"34.7377,135.5639",2,2,2,4,5,6,6,6,7,7,7,8,8,9,9,12,13,13,13,13,13,13,13,15,15,16,16,17,17,17,18,18,18,18,19,19,19,20,20,20
大阪府,八尾市,大阪府八尾市,"34.6269,135.601",7,7,8,9,11,11,12,13,14,18,18,20,20,20,24,25,26,26,28,30,31,34,34,38,38,40,40,40,40,42,44,46,46,46,46,46,46,46,46,46
大阪府,貝塚市,大阪府貝塚市,"34.4376,135.3585",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
大阪府,池田市,大阪府池田市,"34.8217,135.4284",4,4,4,5,5,5,5,5,5,7,8,9,10,13,13,22,24,24,24,24,24,25,26,27,27,28,28,28,28,29,30,30,30,30,30,30,30,30,30,30
大阪府,松原市,大阪府松原市,"34.5779,135.5519",2,2,2,2,2,2,2,2,2,4,6,7,8,8,10,10,10,12,15,17,40,42,42,44,44,44,45,45,45,47,47,47,47,47,47,47,47,47,47,48
大阪府,和泉市,大阪府和泉市,"34.4835,135.4236",3,4,7,8,11,12,15,17,17,25,26,30,30,32,34,36,36,37,38,39,39,39,39,39,39,40,40,40,40,40,40,41,41,42,42,42,42,42,42,42
大阪府,泉大津市,大阪府泉大津市,"34.5043,135.4105",2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,8,8,8,10,10,12
